number,name,type1,type2,total,hp,attack,defense,sp_atk,sp_def,speed,legendary,generation,image_url
877,Morpeko Hangry Mode,Electric,Dark,436,58,95,58,70,58,97,FALSE,8,https://img.pokemondb.net/sprites/home/normal/morpeko-hangry-mode.png
878,Cufant,Steel,NA,330,72,80,49,40,49,40,FALSE,8,https://img.pokemondb.net/sprites/home/normal/cufant.png
879,Copperajah,Steel,NA,500,122,130,69,80,69,30,FALSE,8,https://img.pokemondb.net/sprites/home/normal/copperajah.png
880,Dracozolt,Electric,Dragon,505,90,100,90,80,70,75,FALSE,8,https://img.pokemondb.net/sprites/home/normal/dracozolt.png
881,Arctozolt,Electric,Ice,505,90,100,90,90,80,55,FALSE,8,https://img.pokemondb.net/sprites/home/normal/arctozolt.png
882,Dracovish,Water,Dragon,505,90,90,100,70,80,75,FALSE,8,https://img.pokemondb.net/sprites/home/normal/dracovish.png
883,Arctovish,Water,Ice,505,90,90,100,80,90,55,FALSE,8,https://img.pokemondb.net/sprites/home/normal/arctovish.png
884,Duraludon,Steel,Dragon,535,70,95,115,120,50,85,FALSE,8,https://img.pokemondb.net/sprites/home/normal/duraludon.png
885,Dreepy,Dragon,Ghost,270,28,60,30,40,30,82,FALSE,8,https://img.pokemondb.net/sprites/home/normal/dreepy.png
886,Drakloak,Dragon,Ghost,410,68,80,50,60,50,102,FALSE,8,https://img.pokemondb.net/sprites/home/normal/drakloak.png
887,Dragapult,Dragon,Ghost,600,88,120,75,100,75,142,FALSE,8,https://img.pokemondb.net/sprites/home/normal/dragapult.png
888,Zacian Crowned Sword,Fairy,Steel,720,92,170,115,80,115,148,FALSE,8,https://img.pokemondb.net/sprites/home/normal/zacian-crowned-sword.png
888,Zacian Hero of Many Battles,Fairy,NA,670,92,130,115,80,115,138,FALSE,8,https://img.pokemondb.net/sprites/home/normal/zacian-hero-of-many-battles.png
889,Zamazenta Crowned Shield,Fighting,Steel,720,92,130,145,80,145,128,FALSE,8,https://img.pokemondb.net/sprites/home/normal/zamazenta-crowned-shield.png
889,Zamazenta Hero of Many Battles,Fighting,NA,670,92,130,115,80,115,138,FALSE,8,https://img.pokemondb.net/sprites/home/normal/zamazenta-hero-of-many-battles.png
890,Eternatus,Poison,Dragon,690,140,85,95,145,95,130,TRUE,8,https://img.pokemondb.net/sprites/home/normal/eternatus.png
890,Eternatus Eternamax,Poison,Dragon,1125,255,115,250,125,250,130,FALSE,8,https://img.pokemondb.net/sprites/home/normal/eternatus-eternamax.png
891,Kubfu,Fighting,NA,385,60,90,60,53,50,72,TRUE,8,https://img.pokemondb.net/sprites/home/normal/kubfu.png
892,Urshifu Single Strike Style,Fighting,Dark,550,100,130,100,63,60,97,FALSE,8,https://img.pokemondb.net/sprites/home/normal/urshifu-single-strike-style.png
892,Urshifu Rapid Strike Style,Fighting,Water,550,100,130,100,63,60,97,FALSE,8,https://img.pokemondb.net/sprites/home/normal/urshifu-rapid-strike-style.png
893,Zarude,Dark,Grass,600,105,120,105,70,95,105,TRUE,8,https://img.pokemondb.net/sprites/home/normal/zarude.png
894,Regieleki,Electric,NA,580,80,100,50,100,50,200,TRUE,8,https://img.pokemondb.net/sprites/home/normal/regieleki.png
895,Regidrago,Dragon,NA,580,200,100,50,100,50,80,TRUE,8,https://img.pokemondb.net/sprites/home/normal/regidrago.png
896,Glastrier,Ice,NA,580,100,145,130,65,110,30,TRUE,8,https://img.pokemondb.net/sprites/home/normal/glastrier.png
897,Spectrier,Ghost,NA,580,100,65,60,145,80,130,TRUE,8,https://img.pokemondb.net/sprites/home/normal/spectrier.png
898,Calyrex,Psychic,Grass,500,100,80,80,80,80,80,TRUE,8,https://img.pokemondb.net/sprites/home/normal/calyrex.png
898,Calyrex Ice Rider,Psychic,Ice,680,100,165,150,85,130,50,FALSE,8,https://img.pokemondb.net/sprites/home/normal/calyrex-ice-rider.png
898,Calyrex Shadow Rider,Psychic,Ghost,680,100,85,80,165,100,150,FALSE,8,https://img.pokemondb.net/sprites/home/normal/calyrex-shadow-rider.png
899,Wyrdeer,Normal,Psychic,525,103,105,72,105,75,65,FALSE,8,https://img.pokemondb.net/sprites/home/normal/wyrdeer.png
900,Kleavor,Bug,Rock,500,70,135,95,45,70,85,FALSE,8,https://img.pokemondb.net/sprites/home/normal/kleavor.png
901,Ursaluna,Normal,Ground,550,130,140,105,45,80,50,FALSE,8,https://img.pokemondb.net/sprites/home/normal/ursaluna.png
902,Basculegion Male,Water,Ghost,530,120,112,65,80,75,78,FALSE,8,https://img.pokemondb.net/sprites/home/normal/basculegion-male.png
902,Basculegion Female,Water,Ghost,530,120,92,65,100,75,78,FALSE,8,https://img.pokemondb.net/sprites/home/normal/basculegion-female.png
903,Sneasler,Poison,Fighting,510,80,130,60,40,80,120,FALSE,8,https://img.pokemondb.net/sprites/home/normal/sneasler.png
904,Overqwil,Dark,Poison,510,85,115,95,65,65,85,FALSE,8,https://img.pokemondb.net/sprites/home/normal/overqwil.png
905,Enamorus Incarnate Forme,Fairy,Flying,580,74,115,70,135,80,106,FALSE,8,https://img.pokemondb.net/sprites/home/normal/enamorus-incarnate-forme.png
905,Enamorus Therian Forme,Fairy,Flying,580,74,115,110,135,100,46,FALSE,8,https://img.pokemondb.net/sprites/home/normal/enamorus-therian-forme.png
